,Unnamed: 0,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
14,0,164738,"""Hora, Ore no Ue ni Matagareyo"" ~ Gouman Joushi no Ijiwaru na Tsukiage",Manga,0,False,"Screamo, Suiseisha",False,Pass,Pass,False,False,Complete,No,TANEICHI Neri,2019.0,Yes,Coolmic,,False,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,0,170789,"""Kakure Bitch"" Yattemashita",Manga,0,False,Koubunsha,False,Pass,Pass,False,False,Complete,No,ARAI Piroyo,2016.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,116189,"""Mama Poyo"" Ikka to Iku! - Manpuku Tabe Houdai in Toukyou",Manga,0,False,Media Factory,False,Pass,Pass,False,False,Complete,No,AONUMA Takako,2014.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,128737,"""Mi"" Seijuku",Manga,1,False,Shueisha,False,06/10/16,06/10/16,False,False,Complete,No,Maria,2016.0,No,,,False,6.7,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
18,0,144428,"""Onna"" toshite Idakaretai...Seitenkan Shite, Hatsukoi o Mou Ichido.",Manga,0,False,Screamo,False,Pass,Pass,False,False,Complete,No,MIYAKOSHI Wasou,2016.0,Yes,Renta!,3 Volumes - Complete,False,7.6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,0,162334,"""Osananajimi wa mou Yameta."" Massage no Yubi ga Naka made Fukaku...",Manga,0,False,"Screamo, Suiseisha",False,Pass,Pass,False,False,Ongoing,No,Yanatomi,2018.0,Yes,Coolmic,,False,7.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,145148,"""Saki ni Osotta no wa Omae daro?"" - Machigaete Joushi o Yobai Shita Kekka...",Manga,0,False,WWWave Corporation,False,Pass,Pass,False,False,Complete,No,KOMAGOME,2017.0,No,,,False,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0,168481,"""Sukida."" Iretara Tsutawaru... Katabutsu Otoko no Hitamukina Saiai",Manga,0,False,Screamo,False,Pass,Pass,False,False,Ongoing,No,INOZAKI Hinata,2020.0,Yes,Coolmic,,False,6.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0,168256,"""Watashi ga Inakute mo Shiawase ni natte Kudasai"" Nante, Fuzaken na.",Manga,1,False,Kadokawa,False,06/17/20,06/25/20,False,False,Complete,No,Kogetsu,2020.0,No,,,False,7.1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0,19282,"""Zenbu Wasure, da.""",Manga,0,False,Shogakukan Creative,False,Pass,Pass,False,False,Complete,No,NOZAKI Fumiko,2006.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,163931,(Gen) Yakuza wa Shinshi de Moujuu Dousei Shitara byou de Taberarechaimashita!,Manga,0,False,Bunkasha,False,Pass,Pass,False,False,Ongoing,No,TAORA Betti,2019.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,0,159320,(Hawawa) Ikemen-san Kyuuai Sare Chaimashita!,Manga,0,False,Bunkasha,False,Pass,Pass,False,False,Complete,No,"AOYAMA Risa, FUJIMURA Ayao, IBARAME Hisa, ITOYOKO, KIRATO Ruka, neco, SAKURAI Asuka",2018.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,0,168762,(Kakure) Yajuu-kun wa Ichido Daitara Hanasanai,Manga,0,False,Bunkasha,False,Pass,Pass,False,False,Complete,No,INAMOTO Ineko,2020.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,0,105868,(Kari) Kare! - Toshishita Kareshi to Himitsu no Kankei,Manga,0,False,Solmare,False,Pass,Pass,False,False,Complete,No,MIKUNI Hajime,2013.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,0,146115,(Kyuubo) Ookami Shachou no Shuumatsu Hanayome - Kodukuri Suru to wa Kiitemasen!!,Manga,0,False,Harper Collins Japan,False,Pass,Pass,False,False,Complete,No,MITSURUGI,2017.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,167562,(Shanai Kounin) Giji Fuufu -Watashitachi (Imanotokoro wa Mada) Yamashiku Arimasen!-,Manga,0,False,Starts Shuppan,False,Pass,Pass,False,False,Ongoing,No,AOI Hana,2020.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,89627,(Yuu) Shibusugi Gijutsu Seisakujo - Eiga Meka Katte ni Kaihatsubu,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Complete,No,MIRUNO Eiji,2012.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,99920,+a no Tachiichi,Manga,2,False,Ichijinsha,False,08/31/14,08/26/16,False,False,Complete,Yes,TSUKITOMO Yuu,2013.0,No,,,False,7.1,105,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,28027,+C: Sword and Cornett,Manga,8,False,Ichijinsha,False,06/15/09,12/31/15,False,False,Complete,Yes,YUGYOJI Tama,2008.0,No,,,False,8,309,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,108109,+C: Sword and Cornett Appendix,Manga,1,False,Ichijinsha,False,07/04/16,12/26/17,False,False,Complete,Yes,YUGYOJI Tama,2014.0,No,,,False,5.6,9,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,74539,- Junbichuu.,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,No,YAMAZAKI Takako,2012.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,89896,-15-sai! Bishoujo Ennu e no Michinori,Manga,0,False,Houbunsha,False,Pass,Pass,False,False,Complete,No,KANATSU Kumi,2012.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,158265,-50kg Cinderella,Manga,0,False,Starts Shuppan,False,Pass,Pass,False,False,Ongoing,No,KOUZUKI Rito,2018.0,No,,,False,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,6401,...Curtain. - Sensei to Kiyoraka ni Dousei,Manga,2,False,Shogakukan,False,07/06/07,08/13/11,False,False,Complete,Yes,MIZUTANI Kyoko,2006.0,No,,,False,6,183,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,11796,...no You na Kigasuru,Manga,0,False,Futabasha,False,Pass,Pass,False,False,Complete,No,MONDEN Akiko,2005.0,No,,,False,8.8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,20687,...Sugina Revolution,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,,1999.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
