,Unnamed: 0,Unnamed: 0.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
11,0,,92847,Hakushaku to Koi no Shohousen,Manga,0,False,Harlequin K.K.,False,Pass,Pass,False,False,Complete,No,MAKI Akemi,2013.0,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,,143392,Hakushaku to no Ichiya no Ato de,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,YAMASHITA Tomomi,2017.0,Yes,SB Creative Corp.,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,,27387,Hakushaku to Yousei,Manga,4,False,Shueisha,False,12/07/08,10/10/12,False,False,Complete,Yes,Ayuko,2008.0,Yes,Viz,4 Volumes - Complete,True,8.3,483,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14,0,,54631,Hakushakuke no Noroi,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,AMANO Nasuno,2009.0,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,,18831,Hamabe no Venus,Manga,0,False,Harper Collins Japan,False,Pass,Pass,False,False,Complete,No,OGOSHI Natsue,,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,,155588,Hame chi chi!,Manga,0,False,Wani Magazine,False,Pass,Pass,False,False,Complete,Yes,OKUMOTO Yuuta,2018.0,Yes,FAKKU Books,,False,Not rated,Not rated,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,,169564,Hame wa me Chance! ~Love Hotel Onagokai ni Tobiiri Sanka,Manga,0,False,Screamo,False,Pass,Pass,False,False,Complete,No,Add,2016.0,Yes,Coolmic,,False,Not rated,Not rated,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,,153127,Hametsu no Oukoku,Manga,2,False,Mag Garden,False,05/11/19,05/25/20,False,False,Ongoing,No,Yoruhashi,2019.0,Yes,Seven Seas,Dec 2020,False,7.4,53,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,,1639,Hana Fuda,Manga,2,False,Wani Magazine,False,12/12/06,01/24/07,False,False,Complete,Yes,OKAMA,2002.0,Yes,FAKKU Books,,False,7.3,153,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,,141833,Hana Haru,Manhwa,6,False,Naver,False,05/29/17,08/28/19,False,False,Complete,Yes,Seok Woo,2017.0,Yes,LINE Webtoon,,False,7.6,68,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21,0,,167981,Hana Ichirin,Manga,0,False,Kasakura,True,Pass,Pass,False,False,Complete,No,SAKASHITA Asuka,2015.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0,,142037,Hana Ikeru Doutei-kun,Manga,0,False,,False,Pass,Pass,False,False,Complete,No,Shimako,2017.0,Yes,"DMG, MANGA.CLUB",2018,False,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,,103236,Hana mo Arashi mo,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Complete,No,MIYAGI Tooko,2013.0,Yes,Gempak,1 Vol - Complete,False,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,0,,96954,Hana naru Mono,Manga,0,False,Shodensha,False,Pass,Pass,False,False,Complete,No,NISHI Tsurumi,2013.0,Yes,Renta!,,False,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,,18432,Hana ni Arashi (TAKAGI Shigeyoshi),Manga,2,False,Hakusensha,False,02/26/09,10/17/09,False,False,Complete,Yes,TAKAGI Shigeyoshi,2006,Yes,Viz,2 Volumes - Complete,False,7.8,827,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,,156181,Hana ni Koe,Manga,0,False,Comico,False,Pass,Pass,False,False,Complete,No,Miki Migiri,2016,Yes,Pocket Comics,Comico EN,False,Not rated,Not rated,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,,81917,Hana ni Umorete,Manga,0,False,Brite Shuppan,False,Pass,Pass,False,False,Complete,No,Suji,2012,Yes,Renta!,,False,9.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,,63584,"Hana no Arashi wa,",Manga,0,False,Taiyo Tosho,False,Pass,Pass,False,False,Complete,No,KONJIKI Runa,2011,Yes,"June, Renta!",Complete/Digital & Print,False,7.2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,0,,169247,Hana no Breath,Manga,0,False,Editions H2T,False,Pass,Pass,False,False,Complete,No,Caly,2017,Yes,TokyoPop,2 Volumes - Complete; Print & Digital,False,5.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0,,19884,Hana no Ie,Manga,0,False,"eBook Japan, Shueisha",False,Pass,Pass,False,False,Complete,No,TAKAMI Mako,2003,Yes,Media Do,2 Vols - Complete; digital,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,,131989,Hana no Kan sakaba,Manga,0,False,futurecomics,True,Pass,Pass,False,False,Complete,No,ASAKURA Kamui,2013,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,,117701,Hana no Mitsu Komori,Manga,0,False,Kasakura Shuppansha,False,Pass,Pass,False,False,Complete,No,NATSUO Kou,2014,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,,50163,Hana no Mizo Shiru,Manga,5,False,Taiyo Tosho,False,03/30/10,04/05/15,False,False,Complete,Yes,TAKARAI Rihito,2009,Yes,DMP,1 volume; Dropped; Digital,False,8.6,780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,0,,96396,Hana no Taichirou,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Complete,No,MATSUDA Ikki,1982,Yes,Manga Reborn,not translated yet 2016.02,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,,141780,Hana no Unmei,Manga,0,False,Kasakura,False,Pass,Pass,False,False,Unknown,No,SUMOMO Kurumi,2016,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,,55006,Hana no Wedding,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,WASHIZUKA Miho,2009,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,,119450,Hana Nochi Hare - Hanadan Next Season,Manga,1,False,Shueisha,False,11/12/16,Pass,True,True,Complete,No,KAMIO Youko,2015,Yes,Viz,14 Vols - Ongoing; digital,False,7.6,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13,0,,120703,Hana to Hina wa Houkago,Manga,2,False,Futabasha,False,07/01/15,06/24/17,False,False,Complete,Yes,MORINAGA Miruku,2015,Yes,Seven Seas,3 Volumes - Complete,False,8.3,68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14,0,,125453,Hana to Junketsu,Manga,4,False,Printemps Shuppan,False,06/02/16,07/02/17,False,False,Complete,Yes,KATSURA Komachi,2015,Yes,Media Do,1 Vol - Complete; digital,False,8,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,,3946,Hana to Mitsubachi,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,ANNO Moyoco,2000,Yes,Viz,7 Volumes - Complete,False,8.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,,163585,Hana to Rococo no Memoirs,Manga,0,False,Renta Comics,False,Pass,Pass,False,False,Ongoing,No,IGARI Soyoko,2019,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,,125770,Hana to Shinobi,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,HASEGAKI Narumi,2015,Yes,Kodansha Comics,4 Volumes - Complete; Digital,False,6.8,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,,162205,Hana to Wrestler,Manga,0,False,IProduction,False,Pass,Pass,False,False,Complete,No,KOIKE Marumi,2017,Yes,Renta!,,False,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,0,,159702,Hana wa Docchida,Manga,0,False,Futabasha,False,Pass,Pass,False,False,Ongoing,No,ODAWARA Mizue,2018,Yes,Media Do,3 Vols - Ongoing; digital,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,,37919,Hana wa Saku ka,Manga,7,False,Gentosha,False,05/16/10,01/31/19,False,False,Complete,Yes,HIDAKA Shoko,2007,Yes,June,3 Volumes - Ongoing; Print,False,8.9,663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,0,,328,Hana yori Dango,Manga,8,True,Shueisha,False,03/23/02,10/07/07,False,False,Complete,Yes,KAMIO Youko,1992,Yes,Viz,37 Volumes - Complete,True,8.4,1357,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,,69798,Hanagaya Eigyousho no Kare,Manga,2,False,Core Magazine,False,07/13/14,02/14/15,False,False,Complete,Yes,TENZEN Momoko,2011,Yes,Renta!,Feb 2020,False,8.2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,0,,139527,Hanagurui,Manga,0,False,Koike Shoin,False,Pass,Pass,False,False,Complete,No,SHIMOMURA Fumi,2009,Yes,Manga Planet,,False,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,,44772,Hanakage no Kioku,Manga,2,False,Taiyo Tosho,False,11/16/09,11/16/09,False,False,Complete,Yes,MIENO Saori,2007,Yes,"Digital Manga Guild, Renta!",1 Volume - Complete/Digital,False,7.9,235,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,,117687,Hanako,Manga,1,False,DeNA,False,12/09/14,03/24/15,False,False,Unknown,No,Chima,2014,Yes,DeNA Manga Box,,False,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,,10477,Hanako to Guuwa no Tera,Manga,3,False,Kadokawa Shoten,False,10/24/07,05/07/10,False,False,Complete,Yes,ESUNO Sakae,2004,Yes,Viz,3 Volumes - Dropped; Digital,False,7.7,211,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,,121001,Hanakotoba o Kimi ni,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,FUMIZUKI Kyoko,2013,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,,56866,Hanami: International Love Story,Manhwa,0,False,Seoul Cultural,False,Pass,Pass,False,False,Complete,No,PARK Sung-Jae,2005,Yes,Dark Horse,4 Volumes - Complete,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,,78943,Hanamuko no Yakusoku,Manga,1,False,,False,05/12/12,05/12/12,False,False,Complete,No,MOMOSE Natsu,2011,Yes,"Harlequin K.K., SoftBank Creative",,False,6.2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,,60828,Hanamuko wa Boss,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,TAKIGAWA Eve,2010,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,,97159,Hanamuko wa Doko ni,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,BEPPU Chizuko,2013,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,,134135,Hanamuko wa Oukushon de,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,SAKURA Mayu,2011,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,,2221,Hanamuko-san,Manga,1,False,Houbunsha,False,02/14/06,03/18/07,False,False,Complete,Yes,HOSHINO Lily,2005,Yes,Yen Press,1 Vol - Complete,False,7.8,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,0,,146249,Hananoi-kun to Koi no Yamai,Manga,1,True,Kodansha,False,01/06/18,02/14/20,False,False,Ongoing,No,MORINO Megumi,2017,Yes,Kodansha USA,5 Vols - Ongoing; digital,False,8.4,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,,91443,Hanaoni Tobira no Sakaimeya-san,Manga,1,False,Tokuma Shoten,False,01/16/17,07/26/18,False,False,Complete,No,OIKAWA Mako,2012,Yes,Media Do,3 Vols - Ongoing; digital,False,8.4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11,0,,89647,Hanarerarenai Riyuu,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,DAN Karan,2012,Yes,"Harlequin K.K., SoftBank Creative",,False,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,,133855,Hanasaku Doll,Manga,0,False,Shobunkan,False,Pass,Pass,False,False,Unknown,No,Kisaragi Seika,2016,Yes,Renta!,,False,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,,13046,Hanasaku Koi no Yoru Ake,Manga,0,False,Shinshokan,False,Pass,Pass,False,False,Complete,No,FUKIYAMA Rico,2007,Yes,DokiDoki,,False,7.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,,130666,Hanaseba Nagai Futari no Hanashi,Manga,0,False,Julian Publishing,False,Pass,Pass,False,False,Complete,No,Komeri,2016,Yes,Renta!,2019,False,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,,133979,Hanataba o Kimi ni,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,UNNO Mitsuru,2012,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,,11957,Hanayaka na Adventure,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,KOBAYASHI Hiromi,2003,Yes,Harlequin,,False,7.2,95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,,57872,Hanayaka na Giwaku,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,SACHIMI Riho,2010,Yes,"Harlequin K.K., SoftBank Creative",,False,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,,116804,Hanayaka na Rougoku,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,Earithen,2014,Yes,"Harlequin, SB Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,,81641,Hanayaka na Uso,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,KYUKA Min,2012,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,,133085,Hanayome Choukyou (SUZUKI Masami),Manga,0,False,Kasakura Shuppansha,True,Pass,Pass,False,False,Complete,No,SUZUKI Masami (II),2015,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0,,101326,Hanayome Choukyou - Shujin to Hisho to Hanayome to,Manga,0,False,Daitosha,False,Pass,Pass,False,False,Complete,No,KUROSAKI Hikaru,2013,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0,,133119,Hanayome Choukyou Esute,Manga,0,False,Mobile Media Research,True,Pass,Pass,False,False,Complete,No,SHIINA Minami,2014,Yes,Renta!,,False,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,,54927,Hanayome ni Naru Hi,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,ISEZAKI Towa,2010,Yes,"Harlequin K.K., SoftBank Creative",,False,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,,53040,Hanayome ni Naru Jouken,Manga,0,False,Harlequin K.K.,False,Pass,Pass,False,False,Complete,No,FUJITA Kazuko,2010,Yes,"Harlequin K.K., SoftBank Creative",,False,7.8,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,27247,Hanayome ni Rikkouho,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,HASHIMOTO Takako,2006,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,,62184,Hanayome no Ayamachi,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,MAKI Akemi,2011,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,,67058,Hanayome no Hankou,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,MORI Motoko,2011,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,,95509,Hanayome no Kinjirareta Jounetsu,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,KURODA Kasumi,2013,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,,54899,Hanayome no Munasawagi,Manga,0,False,Harlequinsha,False,Pass,Pass,False,False,Complete,No,AKINO Nanami,2009,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,,23223,Hanayome no Nedan,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,KOBAYASHI Hiromi,2005,Yes,"Harlequin K.K., SoftBank Creative",,False,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,,57007,Hanayome no Rule,Manga,0,False,Oozora Shuppan,False,Pass,Pass,False,False,Complete,No,YUZAWA Naoko,2003,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,,95473,Hanayome no Tamerai,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,SHINOZAKI Kaoru,2013,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,,109829,Hanayome no Uso,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,TAKIGAWA Eve,2014,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,,38401,Hanayome no Yuuwaku,Manga,0,False,Ohzora Shuppan,False,Pass,Pass,False,False,Complete,No,SAKUYA Kaishi,2008,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,,124566,Hanayome to Futsuma no Kishi,Manga,2,False,Hakusensha,False,06/12/16,04/09/19,False,False,Complete,No,ISHIHARA Keiko,2015,Yes,Seven Seas,4 Vols - Complete; print & digital,False,8.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11,0,,96337,Hanayome Tsuisekichuu!,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,ITO Mon,2013,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,,112870,Hanayome wa Fuyou!,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,MIZUKI Hitomi,2014,Yes,"Harlequin K.K., SoftBank Creative",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,,142628,Hanayome wa Kaseifu,Manga,0,False,Harlequin,False,Pass,Pass,False,False,Complete,No,IZUMI Show,2016,Yes,SB Creative Corp.,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,,114958,Hanayome wa Motodanshi.,Manga,1,False,Asuka Shinsha,False,02/18/16,03/01/16,False,False,Complete,Yes,Chii,2016,Yes,Seven Seas,1 Volume - Complete,False,7.6,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
