,Unnamed: 0,Unnamed: 0.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
0,0,0.0,165168,#Killstagram,Manhwa,1,False,Naver,False,04/04/20,08/01/20,False,False,Ongoing,No,Ryoung,2019.0,Yes,LINE Webtoon,,False,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,159940,#Uraomote danshi to Hatsukoi no Hajimekata,Manga,0,False,Brite Shuppan,False,Pass,Pass,False,False,Ongoing,No,MAYUZUMI Koeda,2019.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,0.0,153558,"'Tis Time for ""Torture,"" Princess",Manga,3,False,Shueisha,False,05/24/19,Pass,False,True,Ongoing,No,Hirakei,2019.0,Yes,MANGA Plus,,False,7.6,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,3,0.0,34241,"""Bungaku Shoujo"" (Novel)",Novel,1,True,Enterbrain,False,12/11/08,12/10/09,False,False,Complete,No,TAKEOKA Miho,2006.0,Yes,Yen On,Main / 8 Vols - Complete,False,8.8,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,0.0,131967,"""Do es""",Manga,0,False,futurecomics,True,Pass,Pass,False,False,Complete,No,SHIBA Junko,2013.0,Yes,Renta!,,False,2.9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5,0.0,107543,"""Gundam"" o Tsukutta Otokotachi.",Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Complete,No,OWADA Hideki,2014.0,Yes,Denpa,,False,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6,6,0.0,170412,"""Hajimete"" wa Fianse no Tonari de Ubawareru!?",Manga,0,False,Screamo,False,Pass,Pass,False,False,Unknown,No,AKATSUKI Hijiri,2015.0,Yes,Coolmic,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,7,0.0,164738,"""Hora, Ore no Ue ni Matagareyo"" ~ Gouman Joushi no Ijiwaru na Tsukiage",Manga,0,False,"Screamo, Suiseisha",False,Pass,Pass,False,False,Complete,No,TANEICHI Neri,2019.0,Yes,Coolmic,,False,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,8,0.0,118120,"""Kekkon"" Urimasu!",Manga,0,False,Comic Ishin,False,Pass,Pass,False,False,Complete,No,HARUNO Shun,2014.0,Yes,"Coolmic, Renta!",,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,9,0.0,144428,"""Onna"" toshite Idakaretai...Seitenkan Shite, Hatsukoi o Mou Ichido.",Manga,0,False,Screamo,False,Pass,Pass,False,False,Complete,No,MIYAKOSHI Wasou,2016.0,Yes,Renta!,3 Volumes - Complete,False,7.6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,10,0.0,162334,"""Osananajimi wa mou Yameta."" Massage no Yubi ga Naka made Fukaku...",Manga,0,False,"Screamo, Suiseisha",False,Pass,Pass,False,False,Ongoing,No,Yanatomi,2018.0,Yes,Coolmic,,False,7.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,11,0.0,35710,"""Suki"" da Nante Zettai ni Iwanai",Manga,0,False,Suiseisha,False,Pass,Pass,False,False,Complete,No,CHIBA Tayuri,2016.0,Yes,Renta!,,False,7.5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,12,0.0,168481,"""Sukida."" Iretara Tsutawaru... Katabutsu Otoko no Hitamukina Saiai",Manga,0,False,Screamo,False,Pass,Pass,False,False,Ongoing,No,INOZAKI Hinata,2020.0,Yes,Coolmic,,False,6.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,13,0.0,81088,(A) Bu! - Hazakura Chuugaku Animal Bu,Manga,0,False,Shonen Gahosha,False,Pass,Pass,False,False,Ongoing,No,YOSHIKAWA Keito,2012.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0.0,95820,+α no Jijou,Manga,0,False,Nihon Bungeisha,False,Pass,Pass,False,False,Complete,No,OTOMI Chisa,2013.0,Yes,"Juné, YaoiCat",chapter format,False,4.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,15,0.0,2515,0/6,Manhwa,1,False,Seoul Cultural,False,Unknown,Unknown,False,False,Complete,Yes,LEE You Jung,1998.0,Yes,Net Comics,"Published, 5 Volumes - Completed / Online, 5 Volumes - Completed",False,6.1,84,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
16,16,0.0,132627,01RIKA,Manga,0,False,G2Comix,True,Pass,Pass,False,False,Complete,No,KAKIMOTO Kenjirou,2013.0,Yes,"G2Comix, Renta!",,False,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0.0,1702,07-Ghost,Manga,11,True,Ichijinsha,False,05/25/08,05/07/16,False,False,Complete,Yes,ICHIHARA Yukino,2005.0,Yes,"Go! Comi, Viz","Defunct / 3 Vols, 17 Vols - Complete",True,8.3,932,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,18,0.0,137225,0Toki Kara wa Dorei no Jikan.,Manga,0,False,Screamo,False,Pass,Pass,False,False,Complete,No,SERIZAWA Shikine,2015.0,Yes,Renta!,,False,4.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,19,0.0,133301,1 Oku-En No Asoko Motto Etchina Kara-Ban,Manga,0,False,,True,Pass,Pass,False,False,Complete,No,SHISEI Tokei,2013.0,Yes,Renta!,,False,Not rated,Not rated,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,0.0,45568,1 or W,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,No,TAKAHASHI Rumiko,1995.0,Yes,Viz,1 Vol - Complete,False,6.8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,0.0,155160,1 Plus 1,Manhwa,0,False,Lezhin,False,Pass,Pass,False,False,Complete,Yes,SORU,2019.0,Yes,"Lezhin, Tapas",,False,8.6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,22,0.0,1231,1 Pound no Fukuin,Manga,3,False,Shogakukan,False,01/17/07,06/14/09,False,False,Complete,Yes,TAKAHASHI Rumiko,1989.0,Yes,Viz,4 Vols - Complete,False,7.2,94,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
23,23,0.0,136660,1 to 2 to 15,Manga,0,False,Takeshobo,False,Pass,Pass,False,False,Unknown,No,NARUSE Isa,2016.0,Yes,Renta!,,False,5.7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,24,0.0,31173,1 World Manga,OEL,0,False,Viz,False,Pass,Pass,False,False,Complete,No,Add,2005.0,Yes,Viz,6 Vols - Complete,False,Not rated,Not rated,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,,147047,1 x ½,Doujinshi,1,False,Pixiv,False,11/02/18,07/01/20,False,False,Ongoing,No,Taiyaki,2015.0,Yes,Sekai Project,Digital,False,8.3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,,32179,10 Beautiful Assassins,OEL,0,False,Seven Seas,False,Pass,Pass,False,False,Complete,Yes,Elmer Damaso,2008.0,Yes,Seven Seas,,False,7.5,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,,72678,10 Dance,Manga,2,False,"Kodansha, Takeshobo",False,05/20/12,07/10/18,False,False,Ongoing,No,INOUE Satou,2012.0,Yes,Kodansha USA,5 Vols - Ongoing,False,8.9,258,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
3,0,,34227,"10, 20, and 30",Manhwa,0,False,"Kakao, Sigongsa",False,Pass,Pass,False,False,Complete,Yes,KANG Morim,1998.0,Yes,Net Comics,"Published, 2 Volumes - Ongoing / Online, Volumes 1-7  - Complete",False,6.9,19,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,,167767,10-Nen Mae Kara Irete Hoshikute. ~Junshin Gyaru wa Mirai Kara kita Osananajimi~,Manga,0,False,Screamo,False,Pass,Pass,False,False,Ongoing,No,AOKI Nanase,2020.0,Yes,Coolmic,,False,4.5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,,149544,100 Days in Europe,Manhwa,0,False,"Daum, Lezhin",False,Pass,Pass,False,False,Complete,No,KIM Ji Hyo,2013.0,Yes,Tapastic,71 Chapters - Complete,False,8.8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,,6633,100% Perfect Girl,Manhwa,0,False,"e-Comix Media, Lezhin",False,Pass,Pass,False,False,Complete,Yes,Wann,2006.0,Yes,Net Comics,11 Volumes - Complete,False,8.1,913,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,0,,144839,100% Sweet Love: The Delinquent XXX Wife Is a Bit Sweet (Novel),Novel,1,False,Qidian,False,Unknown,Unknown,False,False,Ongoing,No,,2017.0,Yes,Qidian International,,False,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,,158861,100-Day Dating Plan,Manhua,0,False,Dongman Manhua,False,Pass,Pass,False,False,Complete,No,Extreme Culture,2019.0,Yes,Webcomics,,False,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,,135499,100-man no Inochi no Ue ni Ore wa Tatte Iru,Manga,3,False,Kodansha,False,09/07/16,11/15/18,False,False,Ongoing,No,NAO Akinari,2016.0,Yes,Kodansha USA,9 Vols - Ongoing; digital; 6 Vols; print,False,7.4,53,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,,132843,1000 Words,Manhua,0,False,4th Dimension,True,Pass,Pass,False,False,Complete,Yes,Wenqing Yan,2009.0,Yes,4th Dimension,,False,7.8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,0,,79434,1001,Manga,4,False,Kadokawa Shoten,False,08/07/12,12/31/17,False,False,Complete,No,SUGISAKI Yukiru,2012.0,Yes,Kadokawa ComicWalker,,False,7.8,86,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,,164790,100th Day After Disappearance,Manhua,1,False,MangaToon,False,06/27/18,06/27/18,False,False,Complete,Yes,Add,2018.0,Yes,Mangatoon,,False,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
13,0,,15497,101-ninme no Alice,Manga,0,False,Shinshokan,False,Pass,Pass,False,False,Complete,No,KAWAI Chigusa,2007.0,Yes,DokiDoki,Canceled \ 4 Vols,False,8.9,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14,0,,156004,101st Female Protagonist,Manhwa,2,False,Kakao,False,09/05/19,12/11/19,False,False,Ongoing,No,Studio D,2019.0,Yes,Tappytoon,,False,8.5,18,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,,133303,102-Ri ni yara reru onna,Manga,0,False,,True,Pass,Pass,False,False,Complete,No,SHISEI Tokei,2013.0,Yes,Renta!,,False,Not rated,Not rated,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,,96495,108 Complex,Manga,1,False,Nihon Bungeisha,False,12/30/18,01/05/19,False,False,Complete,No,TAKAYOSHI Yuri,2013.0,Yes,"MANGA.CLUB, Media Do",1 Vol - Complete; digital,False,6.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17,0,,12380,11-nin Iru!,Manga,1,True,Shogakukan,False,11/18/18,03/20/19,False,False,Complete,Yes,HAGIO Moto,1975.0,Yes,Viz,published w/Four Shojo Stories,False,8.3,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,,145740,1122,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,WATANABE Peko,2016.0,Yes,Kodansha USA,6 Vols - Ongoing; digital,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
19,0,,4870,11th Cat,Manhwa,1,False,Sigongsa,False,11/20/07,11/21/07,False,False,Complete,Yes,KIM Mi Kyung,2002.0,Yes,"Ice Kunion, Yen Press","Expired / Vols 1–4, Vol 5 - Complete",False,5,52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,,93892,12 Beast,Manga,4,False,Fujimi Shobou,False,11/11/13,05/29/17,False,False,Ongoing,No,Okayado,2013.0,Yes,Seven Seas,7 Vols - Ongoing,False,7.4,202,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,,22917,12 Days,OEL,0,False,TokyoPop,False,Pass,Pass,False,False,Complete,No,KIM June,2006.0,Yes,TokyoPop,,False,7.6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,0,,165922,120-Jikanbun no Orgasm,Manga,0,False,"Screamo, Suiseisha",False,Pass,Pass,False,False,Complete,Yes,Add,2018.0,Yes,Coolmic,,False,4.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,,23456,13th Boy,Manhwa,2,False,Haksan,False,12/31/08,01/02/10,False,False,Complete,No,LEE Sang-Eun,2004.0,Yes,Yen Press,12 Vols - Complete,False,8.4,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,,66093,14-sai no Koi,Manga,3,False,Hakusensha,False,05/21/13,09/25/18,False,False,Ongoing,No,MIZUTANI Fuka,2010.0,Yes,Yen Press,9 Vols - Ongoing,False,8.5,521,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,,152325,141108,Vietnamese,0,False,,False,Pass,Pass,False,False,Unknown,No,Zen (Nguyễn Linh),2017.0,Yes,"LINE Webtoon, Tapas",Unofficial,False,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,,151955,15 Minutes,Manhwa,0,False,Toomics,False,Pass,Pass,False,False,Complete,Yes,Swing,2018.0,Yes,Toomics,,False,5.9,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,,128859,"15-sai, Kyou kara Dousei Hajimemasu",Manga,1,False,"Comic Ishin, Seiunsha",False,06/14/19,07/25/19,False,False,Ongoing,No,MOMOTA Aco,2014.0,Yes,Renta!,,False,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,,31230,1520,Manhua,0,False,"Comic Fans, Firedog Computer Entertainment",False,Pass,Pass,False,False,Complete,No,KAI,2005.0,Yes,Udon,1 Volume - Dropped,False,8.9,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,,11001,17 Ans,Manga,0,False,Shueisha,False,Pass,Pass,False,False,Complete,No,KOTANI Kenichi,1990.0,Yes,Manga Reborn,not translated yet,False,5.5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6,0,,157582,17 Sex Fantasies,Manhwa,0,False,Toptoon,False,Pass,Pass,False,False,Ongoing,No,Mulduck,2015.0,Yes,Toptoon,,False,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,,89576,"17 Years Old, That Summer Day's Miracle",Manhwa,2,False,Naver,False,01/02/13,01/01/18,False,False,Complete,No,Seok Woo,2009.0,Yes,LINE Webtoon,1 + Prologue - Cancelled,False,6.1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8,0,,136072,17-Sai no Papa to Mama! ?,Manga,0,False,Comic Ishin,False,Pass,Pass,False,False,Ongoing,No,Uehara Yukino,2016.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,,170606,1787,Manga,0,False,Torico,True,Pass,Pass,False,False,Complete,Yes,KUWAMURA Chihiro,2019.0,Yes,MANGA.CLUB,,False,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,,141442,18 Unlimited,Manhua,1,False,"Dongman Manhua, KuaiKan Manhua, ManmanAPP, Tencent, U17",False,04/21/17,04/21/17,False,False,Ongoing,No,"Jiu Gong, Xiao Ji Ding",2016.0,Yes,Webcomics,,False,7.9,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11,0,,115081,1925,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Unknown,No,CHIHO,2014.0,Yes,Kadokawa ComicWalker,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,,1545,1K Apartment no Koi,Manga,2,False,Outou Shobou,False,08/26/05,09/06/05,False,False,Complete,No,FUJIYAMA Hyouta,2001.0,Yes,June,Complete/Print,False,8,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13,0,,154930,1st Kiss,Manhua,1,False,"Dongman Manhua, KuaiKan Manhua",False,08/25/19,08/25/19,False,False,Ongoing,No,Misha,2019.0,Yes,WeComics,,False,8.2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,,166698,2 Ways For Lovers,Manhua,1,False,"AC.QQ, Bilibili, iQIYI, ManMan App",False,05/06/20,07/03/20,False,False,Ongoing,No,,2019.0,Yes,WeComics,,False,Not rated,Not rated,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,,132006,2-Choume Prince,Manga,0,False,futurecomics,True,Pass,Pass,False,False,Complete,No,ITSUKI Hajime,2013.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,0,,38365,2-dome no Kekkon,Manga,0,False,Aoba Shuppan,False,Pass,Pass,False,False,Complete,No,KANA Sachiko,2003.0,Yes,Manga Reborn,not translated yet,False,Not rated,Not rated,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,,167974,2-Kai made Shitemo Iiyo?,Manga,0,False,Hakusensha,True,Pass,Pass,False,False,Complete,No,GOTOU Hayako,2014.0,Yes,Renta!,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,,80879,2-kai no Maria,Manga,1,False,Nihon Bungeisha,False,09/17/19,10/08/19,False,False,Complete,No,KUJOU Aoi,2012.0,Yes,MANGA.CLUB,2019,False,6.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,0,,170205,"2-Ri de Watashi wo Ikasenaide... tsu! ~Kurayami, Majiwaru Kyoudai Futon~",Manga,0,False,Screamo,False,Pass,Pass,False,False,Ongoing,No,Kanitomato,2020.0,Yes,Coolmic,,False,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,,3328,20 Mensou ni Onegai!!,Manga,2,False,Kadokawa,False,08/27/06,06/09/09,False,False,Complete,Yes,"APAPA Mokona, CLAMP",1989.0,Yes,"TokyoPop, Viz","Expired / 2 Vols - Complete, 2 Vols - Complete; digital",False,6.7,106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,0,,319,20 Seiki Shounen,Manga,2,True,Shogakukan,False,03/22/05,08/14/07,False,False,Complete,Yes,URASAWA Naoki,1999.0,Yes,Viz,22 Vols - Complete / 8 Perfect Eds - Ongoing,False,8.8,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
22,0,,158236,20 twenty,Manhua,0,False,dajiaochongmanhua,False,Pass,Pass,False,False,Complete,Yes,Add,2016.0,Yes,Webcomics,,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,,133234,"20 XX-toshi, Umukikai",Manga,0,False,futurecomics,False,Pass,Pass,False,False,Ongoing,No,Hagi Amone,2014.0,Yes,Renta!,,False,Not rated,Not rated,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,0,,5809,2001 Ya Monogatari,Manga,0,False,"Chuuoukouronsha, Futabasha, Kobunsha, Shimanaka Shoten",False,Pass,Pass,False,False,Complete,Yes,HOSHINO Yukinobu,1984.0,Yes,Viz,3 Vols - Complete,False,8.1,85,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,76510,2011 Mystery Fragments,Manhwa,3,False,Naver,False,08/26/11,02/28/15,False,False,Complete,Yes,"CHOI Yoon-Jin, HORANG, HWANG Joon-Ho, Hwang Yeong Chan, Hye Jin Yang, Jude Friday, Kang Im, KIM Yeong-ji, Kkomabi, LEE Seung-chan, Linda (린다), Mirchi, Oh Chang-ho, Radiya, Sael Bi, SONG Rae-hyeon, YEON Je-Won, Add, Yuria",2011.0,Yes,LINE Webtoon,,False,6.8,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,,107535,2013 Jeonseorui Gohyang,Manhwa,0,False,Naver,False,Pass,Pass,False,False,Complete,No,"Horang, POGO",2013.0,Yes,,,False,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
