,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri,Year published in English
67,1286,18,0,,45009,Btooom!,Manga,10,False,Shinchosha,False,08/15/11,07/09/19,False,False,Complete,Yes,INOUE Junya,2009.0,Yes,Yen Press,26 Vols + Dark Ending - Complete,True,8.1,790,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
68,1307,14,0,,87668,Bungou Stray Dogs,Manga,10,False,Kadokawa,False,12/10/15,07/12/20,False,False,Ongoing,No,HARUKAWA Sango,2012.0,Yes,"Gempak, Yen Press",15 Vols - Ongoing,True,8.1,134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
69,1309,16,0,,145887,Bungou Stray Dogs Gaiden: Ayatsuji Yukito VS. Kyougoku Natsuhiko,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Ongoing,No,Oyoyo,2017.0,Yes,Yen Press,1 Vols - Ongoing,False,9.3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019
70,1368,0,0,,153527,Carole & Tuesday,Manga,0,False,Kadokawa,False,Pass,Pass,False,False,Ongoing,No,YAMATAKA Morito,2019.0,Yes,Yen Press,19th May 2020,False,6.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2020
71,1390,22,0,,63580,Centaur no Nayami,Manga,1,True,Tokuma Shoten,False,04/28/13,08/03/15,False,False,Ongoing,No,MURAYAMA Kei,2011.0,Yes,Seven Seas,18 Vols - Ongoing,True,7.9,157,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2013
72,1422,4,0,,3490,Chevalier,Manga,1,False,Kodansha,False,12/17/06,05/09/07,False,False,Complete,Yes,YUMEJI Kiriko,2005.0,Yes,"Del Rey, Kodansha USA","Defunct / 8 Vols - Complete, 8 Vols - Complete; digital",False,7.6,64,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014
73,1466,23,0,,110082,Chio-chan no Tsuugakuro,Manga,3,False,Media Factory,False,02/28/16,12/16/19,False,False,Complete,Yes,KAWASAKI Tadataka,2014.0,Yes,Yen Press,9 Vols -  Complete,True,8.3,140,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
74,1473,5,0,,1065,Chobits,Manga,6,False,Kodansha,False,07/26/04,04/11/09,False,False,Complete,Yes,"APAPA Mokona, CLAMP",2000.0,Yes,"Dark Horse, Kodansha USA, TokyoPop","Expired / 2 Vols - Complete, Anniversary edition, 1 Omnibus - Ongoing, Expired / 8 Vols - Complete",True,8,1396,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2020
75,1495,2,0,,138183,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Manga,3,False,Square Enix,False,02/06/18,05/03/19,False,False,Ongoing,No,"Add, YAMADA Koutarou",2016.0,Yes,Yen Press,7 Vols - Ongoing,True,6.5,112,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
76,1500,7,0,,13041,Christie High Tension,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Complete,Yes,SHINTANI Kaoru,2007.0,Yes,Seven Seas,3 Vols - Complete; digital & print,False,9.3,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
77,1544,1,0,,136030,City,Manga,2,False,Kodansha,False,09/28/16,12/03/17,False,False,Ongoing,No,ARAWI Keiichi,2016.0,Yes,"Kodansha USA, Vertical","9 Vols - Ongoing; digital, 7 Vols - Ongoing; print",False,7.7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018
78,1613,20,0,,111515,Complex Age,Manga,2,True,Kodansha,False,12/25/14,05/13/17,False,False,Complete,No,SAKUMA Yui,2014.0,Yes,Kodansha Comics,6 Volumes - Complete,False,7.9,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2016
79,1615,22,0,,123987,Concrete Revolutio - Choujin Gensou,Manga,0,False,Kadokawa,False,Pass,Pass,False,False,Complete,No,Nylon,2015.0,Yes,Seven Seas,1 Vol - Complete,False,7.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
80,1625,7,0,,32077,Coppelion,Manga,8,False,Kodansha,False,10/15/09,Pass,False,True,Complete,Yes,INOUE Tomonori,2008.0,Yes,Kodansha Comics,26 Volumes - Complete; Digital,True,7,156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
81,1630,12,0,,71335,Corpse Party - Book of Shadows,Manga,3,False,Media Factory,False,11/09/11,08/10/17,False,False,Complete,Yes,ORIE Mika,2011.0,Yes,Yen Press,1 Volume - Complete,False,6.9,21,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
82,1632,14,0,,145260,Cosmo Familia,Manga,1,False,Houbunsha,False,10/16/18,12/25/19,False,False,Complete,Yes,Hanokage,2017.0,Yes,Seven Seas,1 Volume - Complete,False,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2020
83,1669,1,0,,162017,Cube Arts,Manga,0,False,Shinchosha,False,Pass,Pass,False,False,Complete,No,USUI Tomomi,2018.0,Yes,Seven Seas,1 Vols - September 2020,False,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
84,1688,20,0,,21747,Cutie Honey a Go Go!,Manga,1,False,"Kadokawa Shoten, Tokuma Shoten",False,07/31/13,07/31/13,False,False,Complete,Yes,ITOU Shinpei,2005.0,Yes,Seven Seas,1 Volume - Complete,False,6.7,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
85,1695,2,0,,33448,D-Frag!,Manga,8,False,Media Factory,False,10/30/10,03/28/20,False,False,Ongoing,No,HARUNO Tomoya,2008.0,Yes,Seven Seas,13 Vols - Ongoing,True,8.2,393,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014
86,1740,22,0,,3090,Dance in the Vampire Bund,Manga,10,False,Media Factory,False,12/07/09,07/10/15,False,False,Complete,Yes,TAMAKI Nozomu,2006.0,Yes,Seven Seas,14 Vols - Complete,True,8.2,938,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2008
87,1741,23,0,,86134,Dance in the Vampire Bund - Sledge Hammer no Tsuioku,Manga,1,False,Media Factory,False,12/06/13,11/06/14,False,False,Complete,Yes,TAMAKI Nozomu,2012.0,Yes,Seven Seas,3 Vols - Complete,False,7.7,75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
88,1742,24,0,,149179,Dance in the Vampire Bund A.S.O.,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Ongoing,No,TAMAKI Nozomu,2018.0,Yes,Seven Seas,2 Vols - Ongoing,False,8.3,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2020
89,1769,1,0,,16853,Danza,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,ONO Natsume,2006.0,Yes,Kodansha Comics,1 Volume - Complete,False,7.7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013
90,1810,17,0,,110801,Dead Dead Demon's Dededededestruction,Manga,5,False,Shogakukan,False,08/10/14,08/06/20,False,False,Ongoing,No,ASANO Inio,2014.0,Yes,Viz,8 Vols - Ongoing,False,8.1,125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2018
91,1812,19,0,,144472,Dead Mount Death Play,Manga,0,False,Square Enix,False,Pass,Pass,False,False,Ongoing,No,FUJIMOTO Shinta,2017.0,Yes,Yen Press,4 Vols - Ongoing,False,8.6,44,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2018
92,1836,18,0,,110116,Deathtopia,Manga,3,False,Kodansha,False,04/26/15,12/16/16,False,False,Complete,Yes,YAMADA Yoshinobu,2014.0,Yes,Kodansha Comics,8 Volumes - Complete; Digital,False,6.8,224,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
93,1858,15,0,,114717,Demi-chan wa Kataritai,Manga,1,True,Kodansha,False,12/13/15,08/06/17,False,False,Ongoing,No,Petosu,2014.0,Yes,Kodansha USA,7 Volumes - Ongoing,True,8.4,182,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
94,1879,11,0,,1145,"Densha Otoko - Net Hatsu, Kakueki Teisha no Love Story",Manga,3,False,Shogakukan,False,06/22/05,02/14/06,False,False,Complete,Yes,HARA Hidenori,2005.0,Yes,Viz,3 Volumes - Complete,False,8.4,469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006
95,1891,23,0,,3558,Detroit Metal City,Manga,3,False,Hakusensha,False,09/14/06,01/31/13,False,False,Complete,Yes,WAKASUGI Kiminori,2006.0,Yes,Viz,10 Volumes - Complete,True,8.1,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009
96,1901,8,0,,86680,Devilman Tai Yami no Teiou,Manga,2,False,Kodansha,False,08/15/16,08/26/17,False,False,Complete,Yes,TEAM MOON,2012.0,Yes,Seven Seas,3 Vols - Complete,False,6.8,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2018
97,1902,9,0,,95348,Devils Line,Manga,2,False,Kodansha,False,11/28/15,Pass,False,True,Complete,Yes,HANADA Ryou,2013.0,Yes,"Kodansha Comics, Vertical","14 Vols - Complete; Digital, 14 Vols - Complete; Print",True,8.5,115,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
98,1918,6,0,,68465,Dimension W,Manga,1,False,Square Enix,False,06/23/14,09/26/18,False,False,Complete,Yes,IWAHARA Yuji,2011.0,Yes,Yen Press,16 Vols - Complete,True,8,111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
99,1924,12,0,,51965,Dirty Pair no Daibouken (TAMAKI Hisao),Manga,0,False,Tokuma Shoten,False,Pass,Pass,False,False,Complete,No,TAMAKI Hisao,2010.0,Yes,Seven Seas,December 2019,False,4.3,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019
100,1934,22,0,,51406,Dive in the Vampire Bund,Manga,2,False,Media Factory,False,10/07/11,07/31/12,False,False,Complete,No,TAMAKI Nozomu,2010.0,Yes,Seven Seas,2 Vols - Complete,False,7.4,122,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013
101,1935,23,0,,141724,DIVE!! (AKASHIBA Ruzuru),Manga,0,False,Kadokawa,False,Pass,Pass,False,False,Complete,No,AKASHIBA Ruzuru,2017.0,Yes,Yen Press,3 Vols - Complete,False,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2019
102,1944,7,0,,152301,Do You Think Someone Like You Can Defeat the Demon King?,Manga,4,False,Micro Magazine,False,02/09/19,08/01/20,False,False,Ongoing,No,MINAKATA Sunao,2018.0,Yes,Seven Seas,February 2021,False,7.6,26,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2021
103,1963,1,0,,5195,Dogs,Manga,1,False,Shueisha,False,10/08/03,10/08/03,False,False,Complete,Yes,MIWA Shirow,2000.0,Yes,Viz,Complete,True,7.9,517,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
104,1964,2,0,,1380,Dogs - Bullets & Carnage,Manga,3,False,Shueisha,False,11/22/07,04/03/15,False,False,Unknown,No,MIWA Shirow,2005.0,Yes,Viz,10 Volumes - Hiatus,False,8.3,468,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
105,2006,19,0,,209,Dorohedoro,Manga,5,False,Shogakukan,False,02/15/09,10/08/18,False,False,Complete,Yes,HAYASHIDA Q.,2000.0,Yes,Viz,23 Vols - Complete,True,8.8,802,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2010
106,2012,0,0,,11060,Dosei Mansion,Manga,1,True,Shogakukan,False,03/26/10,02/17/11,False,False,Complete,Yes,IWAOKA Hisae,2006.0,Yes,Viz,7 Volumes - Complete,False,8.3,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2010
107,2062,0,0,,384,Dragon Head,Manga,5,True,Kodansha,False,06/16/06,09/10/08,False,False,Complete,Yes,MOCHIZUKI Minetaro,1995.0,Yes,"Kodansha USA, TokyoPop","10 Vols - Complete; digital, Expired / 10 Vols - Complete",False,7.5,424,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2018
108,2095,8,0,,106656,Dungeon Meshi,Manga,5,True,Enterbrain,False,08/31/15,07/15/20,False,False,Ongoing,No,KUI Ryoko,2014.0,Yes,Yen Press,8 Vols - Ongoing,False,8.9,386,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
109,2096,9,0,,101942,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka,Manga,9,False,Square Enix,False,09/08/13,09/15/19,False,False,Complete,No,Kunieda,2013.0,Yes,Yen Press,10 Volumes - Complete,True,8.2,522,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
110,2117,5,0,,7250,Eagle,Manga,0,True,Shogakukan,False,Pass,Pass,False,False,Complete,Yes,KAWAGUCHI Kaiji,1997.0,Yes,Viz,5 Omnibuses - Complete,False,7.1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000
111,2178,16,0,,138132,Elf-san wa Yaserarenai.,Manga,1,False,Wani Books,False,06/02/18,06/22/20,False,False,Ongoing,No,Synecdoche,2016.0,Yes,Seven Seas,4 Vols - Ongoing,False,7.5,97,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2018
112,2190,3,0,,104,Emma,Manga,3,True,Enterbrain,False,01/31/05,10/24/09,False,False,Complete,Yes,MORI Kaoru,2002.0,Yes,"CMX, Yen Press","Defunct / 10 Vols - Complete, 5 Vols - Complete",True,8.6,1042,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015
113,2203,16,0,,86718,Endevi,Manga,0,False,Enterbrain,False,Pass,Pass,False,False,Complete,No,SHIRAHAMA Kamome,2012.0,Yes,Yen Press,November 2020,False,Not rated,Not rated,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2020
114,2207,20,0,,144652,Endo Yasuko Stalks the Night,Manga,0,False,Shonen Gahosha,False,Pass,Pass,False,False,Complete,No,FLOWERCHILD,2016.0,Yes,Seven Seas,2 Vols - Complete,False,9.8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2018
115,2268,6,0,,7410,Even a Monkey Can Draw Manga,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,No,"AIHARA Koji, TAKEKUMA Kentaro",1990.0,Yes,Viz,1 Volume - Dropped,False,7.3,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002
116,2272,10,0,,2695,Excel Saga,Manga,0,False,Shonen Gahosha,False,Pass,Pass,False,False,Complete,Yes,RIKUDO Koshi,1996.0,Yes,Viz,27 Volumes - Complete,True,8.1,79,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2003
117,2379,0,0,,115606,Floor ni Maou ga Imasu,Manga,1,False,Media Factory,False,02/15/15,06/01/16,False,False,Ongoing,No,KAWAKAMI Masaki,2014.0,Yes,Seven Seas,7 Vols - Ongoing,False,7.3,56,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
118,2421,24,0,,14963,Freezing,Manga,21,False,"D2 COMPANY, Kill Time Communication",False,08/01/09,08/02/20,False,False,Unknown,No,KIM Kwang-Hyun,2007.0,Yes,Seven Seas,13 Vols - Ongoing,True,7.4,1347,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
119,2446,24,0,,150104,Fukakai na Boku no Subete o,Manga,2,False,GOT,False,08/21/18,08/08/20,False,False,Ongoing,No,KONAYAMA Kata,2018.0,Yes,Seven Seas,1 Vols - Ongoing,False,7.9,41,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
120,2461,14,0,,137779,Fukukaichou Ganbaru.,Manga,1,False,Kodansha,False,05/21/17,12/10/17,False,False,Complete,Yes,ReDrop,2016.0,Yes,Yen Press,1 Vol - Complete,False,6.4,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019
121,2545,23,0,,119782,Futsutsuka Mono no Ani Desu ga,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,Yes,HIGURASHI Kinoko,2015.0,Yes,Kodansha Comics,6 Volumes - Complete; Digital,False,7.8,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017
122,2560,20,0,,20573,GA - Geijutsuka Art Design Class,Manga,1,False,Houbunsha,False,07/16/09,07/16/09,False,False,Complete,Yes,KIYUZUKI Satoko,2006.0,Yes,Yen Press,7 Vols - Complete,True,7.9,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
123,2569,4,0,,78105,Gakkou Gurashi!,Manga,6,False,Houbunsha,False,01/25/14,12/06/19,False,False,Complete,Yes,CHIBA Sadoru,2012.0,Yes,Yen Press,11 Vols - Ongoing,True,8.1,208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2015
124,2576,11,0,,90589,Gakusen Toshi Asterisk,Manga,4,False,Media Factory,False,02/11/13,12/26/16,False,False,Complete,Yes,Ningen,2013.0,Yes,Yen Press,5 Vols - Complete,True,7.6,115,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
125,2578,13,0,,138640,Gal Gohan,Manga,2,False,Hakusensha,False,01/31/18,07/09/20,False,False,Complete,Yes,TAIYOU Marii,2016.0,Yes,Seven Seas,3 Volumes - Ongoing,False,7.9,223,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019
126,2587,22,0,,58623,Gangsta.,Manga,5,False,Shinchosha,False,02/27/13,12/05/19,False,False,Ongoing,No,Kosuke,2010.0,Yes,Viz,8 Vols - Ongoing,True,8.6,488,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014
127,2588,23,0,,109273,Gangsta.:Cursed. - EP_Marco Adriano,Manga,3,False,Shinchosha,False,08/16/15,03/11/18,False,False,Complete,Yes,KAMO Syuhei,2014.0,Yes,Viz,5 Vols - Complete,False,8.2,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
128,2618,3,0,,106332,Gekijouban Madoka Magica Magica - [Shinpen] Hangyaku no Monogatari,Manga,2,False,Houbunsha,False,01/03/14,11/15/14,False,False,Complete,Yes,Hanokage,2013.0,Yes,Yen Press,3 Vols - Complete,False,7.5,27,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
129,2641,1,0,,158260,Genjitsu Touhi shitetara Boroboro ni natta Hanashi,Manga,0,False,East Press,False,Pass,Pass,False,False,Complete,No,NAGATA Kabi,2019.0,Yes,Seven Seas,Jan 2021,False,8,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2021
130,2646,6,0,,13815,Genocyber,Manga,0,False,Byakuya Shobo,False,Pass,Pass,False,False,Complete,Yes,TONY Takezaki,1992.0,Yes,Viz,Complete,False,5.9,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
131,2648,8,0,,2402,Genshiken - The Society for the Study of Modern Visual Culture,Manga,2,False,Kodansha,False,08/04/04,12/12/07,False,False,Complete,Yes,KIO Shimoku,2002.0,Yes,"Del Rey, Kodansha USA","Defunct / 9 Vols - Complete, 3 Vols - Complete",True,8.6,929,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013
132,2649,9,0,,58291,Genshiken Nidaime - The Society for the Study of Modern Visual Culture II,Manga,5,False,Kodansha,False,07/08/11,02/26/13,False,False,Complete,Yes,KIO Shimoku,2010.0,Yes,Kodansha USA,12 Vols - Complete,False,8.2,279,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013
133,2679,14,0,,12685,Giant Killing,Manga,7,True,Kodansha,False,04/06/10,07/30/20,False,False,Ongoing,No,Tsujitomo,2007.0,Yes,Kodansha USA,21 Vols - Ongoing; digital,True,8.5,259,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
134,2682,17,0,,145931,GIGANT,Manga,2,False,Shogakukan,False,02/23/18,12/16/19,False,False,Ongoing,No,OKU Hiroya,2017.0,Yes,Seven Seas,2 Volume - Ongoing,False,6.1,88,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
135,2685,20,0,,19686,Gimmick!,Manga,0,False,Shueisha,False,Pass,Pass,False,False,Complete,No,YABUGUCHI Kuroko,2005.0,Yes,Viz,9 Volumes - Complete,False,8.8,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
136,2702,12,0,,16721,Girl Friends,Manga,2,False,Futabasha,True,11/11/08,11/21/10,False,False,Complete,Yes,MORINAGA Milk,2007.0,Yes,Seven Seas,2 Volumes - Complete; 2 and half-in-1 edition,False,8.6,964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2012
137,2710,20,0,,78531,Girls & Panzer,Manga,1,False,Media Factory,False,12/22/12,07/25/13,False,False,Complete,Yes,SAITANIYA Ryouichi,2012.0,Yes,Seven Seas,4 Volumes - Complete,False,7.2,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
138,2711,21,0,,80907,Girls & Panzer - Little Army,Manga,1,False,Media Factory,False,08/06/12,03/15/13,False,False,Complete,Yes,Tsuchii,2012.0,Yes,Seven Seas,2 Volumes - Complete,False,6.6,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
