,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
6928,21,0,,149975,Ore dake Haireru Kakushi Dungeon: Kossori Kitaete Sekai Saikyou,Manga,1,False,"Kodansha, Syosetu",False,08/05/19,07/19/20,False,False,Ongoing,No,"HINO Tomoyuki, Takehana Note",2017,Yes,Seven Seas,Nov 2020,False,5.3,57,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6930,23,0,,111978,Ore Dandy Space,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,KATSUMATA Hiroki,2014,Yes,Kodansha Comics,release delayed?,False,Not rated,Not rated,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6934,2,0,,78388,"Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",Manga,10,False,Ichijinsha,False,04/01/14,01/12/19,False,False,Complete,Yes,Risumai,2012,Yes,Seven Seas,12 Vols - Ongoing,True,7.8,242,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6939,7,0,,76391,Ore Monogatari!!,Manga,4,True,Shueisha,False,11/04/12,06/19/16,False,False,Complete,Yes,Aruko,2011,Yes,Viz,13 Volumes - Complete,True,8.7,431,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6954,22,0,,89971,Ore no Kanojo ni Nani ka Youkai,Manga,1,False,Square Enix,False,12/19/12,11/05/15,False,False,Complete,No,TAKATSU Karino,2011,Yes,Yen Press,"1 Vols, 67 Chs - Ongoing; digital",False,7.1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6966,9,0,,113281,Ore no Shitsuji ga Ikete Iru,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Ongoing,No,MASAKI Souko,2014,Yes,Kodansha USA,September 2020,False,8.5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6979,22,0,,19473,Ore wa Mada Honki Dashitenai Dake,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,Yes,AONO Shunjuu,2007,Yes,Viz,5 Volumes - Complete,False,8.1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6987,5,0,,13856,Ore-sama Teacher,Manga,13,False,Hakusensha,False,02/28/10,08/03/20,False,False,Complete,No,TSUBAKI Izumi,2008,Yes,Viz,26 Vols - Ongoing,False,8.7,1251,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6988,6,0,,5538,Ore-tachi o Tenshi to Yobu na,Manga,1,False,Kadokawa Shoten,False,12/15/06,02/20/07,False,False,Complete,Yes,KATSUMOTO Kasane,2001,Yes,Viz,2 Volumes - Complete; Digital,False,8.9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6991,9,0,,63314,Orenchi no Furo Jijou,Manga,2,False,Media Factory,False,07/19/14,07/04/15,False,False,Complete,No,Itokichi,2011,Yes,Seven Seas,7 Volumes - Ongoing,False,7.6,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6997,15,0,,148766,Orient,Manga,4,False,Kodansha,False,02/12/19,07/28/20,False,False,Ongoing,No,OHTAKA Shinobu,2018,Yes,Kodansha USA,3 Vols - Ongoing; digital | 1 Vols - Ongoing; January 2021; print,False,6.7,42,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7000,18,0,,34893,Orochi,Manga,4,False,"Akita Shoten, Shogakukan",False,11/23/07,04/15/15,False,False,Complete,Yes,UMEZU Kazuo,1969,Yes,Viz,1 Volume - Dropped,False,7.3,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
7015,8,0,,154118,Oshi ga Watashi de Watashi ga Oshi de,Manga,1,False,Kodansha,False,08/28/19,08/28/19,False,False,Ongoing,No,Junko,2019,Yes,Kodansha USA,Feb 2021; print / 2 Vols - Ongoing; digital,False,6.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7018,11,0,,112687,Oshiete! Gyaruko-chan,Manga,4,False,Media Factory,False,07/23/14,05/29/16,False,False,Ongoing,No,SUZUKI Kenya,2014,Yes,Seven Seas,5 Vols - Ongoing,True,8.1,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7046,14,0,,144891,Otogibanashi Battle Royale,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Ongoing,No,INA Soraho,2016.0,Yes,Seven Seas,3 Vols - Ongoing,False,9.8,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7060,3,0,,142479,Otome Game no Hametsu Flag shika nai Akuyaku Reijou ni Tensei shite shimatta...,Manga,3,False,Ichijinsha,False,02/13/18,07/25/20,False,False,Ongoing,No,HIDAKA Nami,2017.0,Yes,Seven Seas,3 Vols - Ongoing,True,8.5,212,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7061,4,0,,114178,Otome Mania!!,Manga,0,False,ASCII Media Works,False,Pass,Pass,False,False,Complete,No,TSUKIGASE Yurino,2014.0,Yes,Seven Seas,2 Volumes - Complete,False,7.3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7062,5,0,,147636,Otome Monster Caramelize,Manga,2,False,Media Factory,False,08/16/18,07/10/20,False,False,Ongoing,No,AOKI Spica,2018.0,Yes,Yen Press,3 Vols - Ongoing,False,8.6,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7063,6,0,,93992,Otome to Meteo,Manga,2,False,Hakusensha,False,12/25/13,07/16/14,False,False,Complete,Yes,TANAKA Meca,2013.0,Yes,Viz,2 Volumes - Complete,False,8,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7067,10,0,,6530,Otomen,Manga,4,False,Hakusensha,False,02/27/07,10/17/12,False,False,Complete,Yes,KANNO Aya,2006.0,Yes,Viz,18 Volumes - Complete; Digital,False,8.1,725,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7069,12,0,,17747,Otometeki Koi Kakumei Love Revo!!,Manga,1,False,Enterbrain,False,03/06/08,06/06/08,False,False,Complete,No,FUJINARI Yuuki,2006.0,Yes,Yen Press,4 Vols - Complete,False,6.8,48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7074,17,0,,153510,Otona ni natte mo (Shimura),Manga,1,False,Kodansha,False,06/04/19,12/30/19,False,False,Ongoing,No,SHIMURA Takako,2019.0,Yes,Seven Seas,Jan 2021,False,6.5,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7093,11,0,,37308,Otoyomegatari,Manga,9,True,Enterbrain,False,03/25/09,07/24/20,False,False,Ongoing,No,MORI Kaoru,2008,Yes,Yen Press,11 Vols - Ongoing,False,9.1,1568,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7096,14,0,,93826,Otter No. 11,Manga,1,False,Shueisha,True,08/06/10,08/06/10,False,False,Complete,Yes,"HIRAMARU Kazuya, OBATA Takeshi",2010,Yes,Viz,,False,6.9,71,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7099,17,0,,153752,Ou no Kemono,Manga,1,False,Shogakukan,False,09/26/19,07/16/20,False,False,Ongoing,No,TOUMA Rei,2019,Yes,Viz,February 2021,False,9.1,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7109,2,0,,119132,Ouji ga Watashi o Akiramenai!,Manga,5,True,Kodansha,False,03/29/15,12/26/18,False,False,Ongoing,No,ASADA Nikki,2015,Yes,Kodansha USA,5 Vols - Ongoing; digital,False,8.1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7116,9,0,,121595,Ouji-sama ni wa Doku ga Aru.,Manga,3,False,Kodansha,False,07/25/15,08/06/18,False,False,Complete,No,YUZUKI Jun,2015,Yes,Kodansha USA,10 Vols - Complete; digital,False,8.3,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7117,10,0,,65964,Ouji-sama to Haiiro no Hibi,Manga,1,False,Kodansha,False,12/02/14,12/08/14,False,False,Complete,Yes,YAMANAKA Hiko,2011,Yes,Kodansha Comics,4 Volumes - Complete,False,7.7,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7135,4,0,,947,Ouran Koukou Host Bu,Manga,13,False,Hakusensha,False,06/23/05,09/10/11,False,False,Complete,Yes,HATORI Bisco,2003,Yes,Viz,18 Volumes - Complete,True,8.8,2666,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7137,6,0,,104796,Oushitsu Kyoushi Haine,Manga,1,False,Square-Enix,False,08/10/14,05/26/18,False,False,Ongoing,No,AKAI Higasa,2013,Yes,Yen Press,13 Vols - Ongoing,True,8.4,26,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7144,13,0,,116409,Overlord,Manga,7,False,Kadokawa Shoten,False,03/07/15,07/24/20,False,False,Ongoing,No,MIYAMA Fugin,2014,Yes,Yen Press,12 Vols - Ongoing,True,8,319,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7146,15,0,,151671,Overlord Official Comic A La Carte,Manga,0,False,Kadokawa Shoten,False,Pass,Pass,False,False,Ongoing,No,Add,2017,Yes,Yen Press,3 Vols - Ongoing,False,7.9,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7147,16,0,,146857,Overlord The Undead King Oh!,Manga,1,False,Kadokawa Shoten,False,04/18/18,05/08/18,False,False,Ongoing,No,Add,2017,Yes,Yen Press,3 Vols - Ongoing,False,8.5,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7150,19,0,,82691,Owari no Seraph,Manga,18,False,Shueisha,False,04/01/14,Pass,False,True,Ongoing,No,YAMAMOTO Yamato,2012,Yes,"MANGA Plus, Viz",19 Vols - Ongoing,True,7.7,306,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7153,22,0,,135554,"Owari Nochi, Asanagi Kurashi.",Manga,0,False,Mag Garden,False,Pass,Pass,False,False,Complete,Yes,MORINO Kikori,2016,Yes,Seven Seas,3 Vols - Complete,False,8.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7157,1,0,,11346,Oyasumi Punpun,Manga,3,False,Shogakukan,False,09/04/09,01/28/14,False,False,Complete,Yes,ASANO Inio,2007.0,Yes,Viz,7 Volumes - Complete,False,8.9,1153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7158,2,0,,7334,Oyayubi kara Romance,Manga,3,False,Hakusensha,False,07/26/07,02/14/10,False,False,Complete,No,TSUBAKI Izumi,2004.0,Yes,Viz,9 Volumes - Complete,False,8.3,217,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7159,3,0,,89506,P to JK,Manga,6,True,Kodansha,False,07/04/14,01/11/20,False,False,Complete,No,MIYOSHI Maki,2012.0,Yes,Kodansha USA,15 Vols - Ongoing; digital,False,7.9,141,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7165,9,0,,6173,Palepoli,Manga,1,False,"Ohta Shuppan, Seirindo",False,01/16/10,01/16/10,False,False,Complete,Yes,FURUYA Usamaru,1996.0,Yes,Viz,Included in Secret Comics Japan,False,7.4,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7171,15,0,,9709,Pandora Hearts,Manga,9,False,Square Enix,False,06/08/09,04/11/15,False,False,Complete,Yes,MOCHIZUKI Jun,2006.0,Yes,Yen Press,24 Vols - Complete,True,8.7,1233,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7197,16,0,,38085,Paradise Residence,Manga,3,False,Kodansha,False,05/12/11,05/15/16,False,False,Complete,Yes,FUJISHIMA Kosuke,2014.0,Yes,Kodansha Comics,3 Volumes - Complete; Digital,False,7.6,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7201,20,0,,139763,Parallel Paradise,Manga,9,False,Kodansha,False,04/27/17,08/06/20,False,False,Ongoing,No,OKAMOTO Lynn,2017.0,Yes,Seven Seas,2 Volume - Ongoing,False,6.8,247,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7226,20,0,,1530,Peach Girl,Manga,3,True,Kodansha,False,07/05/07,08/03/07,False,False,Complete,Yes,UEDA Miwa,1997.0,Yes,"Kodansha USA, TokyoPop","18 Vols - Complete; digital, Expired / 18 Vols - Complete",True,7.3,487,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7227,21,0,,139067,Peach Girl Next,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,UEDA Miwa,2016.0,Yes,Kodansha USA,6 Vols - Ongoing; digital,False,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,0,0,,118279,Persona Q - Shadow of the Labyrinth - Side: P3,Manga,1,False,Kodansha,False,02/08/15,Pass,True,True,Complete,Yes,TOBITA Sou,2015,Yes,Kodansha Comics,2 Volumes - Complete,False,8,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7233,1,0,,118280,Persona Q - Shadow of the Labyrinth - Side: P4,Manga,1,False,,False,01/25/15,Pass,True,True,Complete,Yes,Mizunomoto,2015,Yes,Kodansha Comics,4 Volumes - Complete,False,6.3,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7242,10,0,,144835,Peter Grill to Kenja no Jikan,Manga,1,False,Futabasha,False,09/24/17,07/12/20,False,False,Ongoing,No,HIYAMA Daisuke,2017,Yes,Seven Seas,1 Volume - Ongoing,False,6.5,91,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7245,13,0,,40792,Phantom Blood,Manga,3,False,Shueisha,False,05/04/19,Pass,True,True,Complete,Yes,ARAKI Hirohiko,1986,Yes,"MANGA Plus, Viz",3 Kanzenban Volumes / Complete,True,7.1,343,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
7256,24,0,,926,Piano no Mori,Manga,7,True,Kodansha,False,03/16/08,05/11/17,False,False,Complete,Yes,ISSHIKI Makoto,1998,Yes,Kodansha USA,10 Bunko Ed. Vols - Hiatus; Digital,True,8.9,530,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7263,6,0,,6213,Pineapple Army,Manga,2,False,Shogakukan,False,10/09/09,06/15/11,False,False,Complete,No,URASAWA Naoki,1985,Yes,Viz,1 Volume - Dropped,False,7.1,28,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7265,8,0,,292,Ping Pong,Manga,3,False,Shogakukan,False,12/24/06,06/04/11,False,False,Complete,Yes,MATSUMOTO Taiyou,1996,Yes,Viz,1 Full Game Eds - Ongoing,True,8.5,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
7280,23,0,,126554,Platina End,Manga,6,False,Shueisha,False,12/01/15,Pass,False,True,Ongoing,No,OBATA Takeshi,2015,Yes,"MANGA Plus, Viz",11 Vols - Ongoing,False,6.7,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7306,24,0,,118328,Plunderer,Manga,5,False,Kadokawa Shoten,False,09/20/15,06/26/20,False,False,Ongoing,No,MINAZUKI Suu,2014,Yes,Yen Press,4 Omnibus - Ongoing,True,7.3,128,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7323,13,0,,6671,Portus,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,Yes,ABE Jun,2006,Yes,Viz,Complete,False,6.1,62,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7341,6,0,,633,Pretty Face,Manga,2,False,Shueisha,False,02/10/05,09/11/06,False,False,Complete,Yes,KANO Yasuhiro,2002.0,Yes,Viz,6 Volumes - Complete; Digital,False,8.1,1239,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
7417,8,0,,19081,Psyren,Manga,41,False,Shueisha,False,12/08/07,10/17/11,False,False,Complete,Yes,IWASHIRO Toshiaki,2007.0,Yes,Viz,16 Volumes - Complete,False,8.3,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7420,11,0,,152578,Pujo to Yajuu: JK ga Akuyaku Wrestler ni Koi shita Hanashi,Manga,2,False,Kodansha,False,01/28/19,07/13/20,False,False,Ongoing,No,AZUMI Yuuhi,2019.0,Yes,Seven Seas,Oct 2020,False,8.6,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
7422,13,0,,3078,Pumpkin Scissors,Manga,6,False,Kodansha,False,12/08/12,02/24/17,False,False,Ongoing,No,IWANAGA Ryoutarou,2002.0,Yes,"Del Rey, Kodansha USA","Defunct / 5 Vols, 23 Vols - Ongoing; digital",True,8.6,179,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7424,15,0,,1644,Punch!,Manga,3,False,Shogakukan,False,04/11/06,09/18/08,False,False,Complete,Yes,TAKADA Rie,2005.0,Yes,Viz,3 Volumes - Complete,False,7.6,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7425,16,0,,21433,Punctures,Manga,0,False,,True,Pass,Pass,False,False,Complete,Yes,KAGO Shintaro,,Yes,Viz,Included in Secret Comics Japan,False,6.9,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7444,10,0,,108547,QQ Sweeper,Manga,1,False,Shogakukan,False,03/23/14,04/02/20,False,False,Complete,Yes,MOTOMI Kyousuke,2014.0,Yes,Viz,3 Volumes - Complete,False,8.2,153,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7451,17,0,,33646,Queen Emeraldas,Manga,4,False,Kodansha,False,05/18/10,10/02/14,False,False,Complete,Yes,MATSUMOTO Leiji,1978.0,Yes,Kodansha USA,2 Vols - Complete,False,7.3,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7454,20,0,,123428,Queen's Quality,Manga,1,False,Shogakukan,False,08/28/17,06/08/20,False,False,Ongoing,No,MOTOMI Kyousuke,2015.0,Yes,Viz,9 Vols - Ongoing,False,8.1,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7457,23,0,,1317,R.O.D - Read or Die,Manga,2,False,Shueisha,False,01/12/04,07/15/05,False,False,Complete,Yes,YAMADA Shutaro,2000.0,Yes,Viz,4 Volumes - Complete,False,6.7,69,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7458,24,0,,339,R.O.D - Read or Dream,Manga,2,False,Shueisha,False,08/04/04,08/21/05,False,False,Complete,Yes,AYANAGA Ran,2003.0,Yes,Viz,4 Volumes - Complete,False,6.9,54,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7460,1,0,,4675,Rabu Kue,Manga,2,False,Houbunsha,False,09/24/06,10/21/07,False,False,Complete,No,HOSHINO Lily,2006,Yes,Yen Press,1 Vol - Complete,False,7.5,82,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7463,4,0,,121032,Rabukome no Baka,Manga,2,False,Kodansha,False,06/28/15,07/03/17,False,False,Complete,Yes,SAKURAI Shushushu,2015,Yes,Yen Press,3 Vols - Complete,False,7.4,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7465,6,0,,144300,Radiant,Manga,2,False,Ankama,False,12/12/18,02/28/20,False,False,Ongoing,No,Tony Valente,2013,Yes,Viz,10 Vols - Ongoing,True,7.5,41,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7468,9,0,,6017,RahXephon,Manga,4,False,Shogakukan,False,08/07/04,12/25/09,False,False,Complete,Yes,MOMOSE Takeaki,2001,Yes,Viz,3 Volumes - Complete,False,5.6,53,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7474,15,0,,158921,Raise o Chikatte Tensei Shitara Taihen na Koto ni natta,Manga,1,False,Ichijinsha,False,04/19/20,04/20/20,False,False,Ongoing,No,HACHIYA Hato,2018,Yes,Seven Seas,,False,9.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7486,2,0,,17729,Rakuen no Jouken,Manga,3,False,Ichijinsha,False,09/07/06,09/21/11,False,False,Complete,Yes,MORISHIMA Akiko,2007.0,Yes,Seven Seas,1 Volume - Complete,False,7.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7495,11,0,,39704,Ran to Haiiro no Sekai,Manga,4,False,Enterbrain,False,03/26/13,04/26/15,False,False,Complete,Yes,IRIE Aki,2008.0,Yes,Viz,7 Vols - Complete,False,8.7,733,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7497,13,0,,1049,Ranma 1/2,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,Yes,TAKAHASHI Rumiko,1988.0,Yes,Viz,38 volumes - Complete; Print | 19 2-in-1 Omnibus - Complete,True,8.3,1071,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
7498,14,0,,6787,Rappi Rangai,Manga,7,False,Kodansha,False,04/04/09,06/20/12,False,False,Complete,No,TANAKA Hosana,2005.0,Yes,"Del Rey, Kodansha USA","Defunct / 4 Vols, 9 Vols - Complete",False,8.1,529,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7501,17,0,,5573,Rasetsu no Hana,Manga,2,False,Hakusensha,False,11/14/07,01/09/09,False,False,Complete,Yes,SHIOMI Chika,2006.0,Yes,Viz,9 Volumes - Complete,False,8.6,286,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
