,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri,Year published in English
62,7227,21,0,,139067,Peach Girl Next,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,UEDA Miwa,2016.0,Yes,Kodansha USA,6 Vols - Ongoing; digital,False,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
63,7474,15,0,,158921,Raise o Chikatte Tensei Shitara Taihen na Koto ni natta,Manga,1,False,Ichijinsha,False,04/19/20,04/20/20,False,False,Ongoing,No,HACHIYA Hato,2018,Yes,Seven Seas,,False,9.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020
64,7581,22,0,,11739,Renai Crown,Manga,0,False,Shueisha,False,Pass,Pass,False,False,Complete,No,KOUGA Yun,1998,Yes,Viz,4 Volumes - Complete,False,7.7,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
65,8061,3,0,,149330,Seiri-chan,Manga,0,True,Enterbrain,False,Pass,Pass,False,False,Ongoing,No,KOYAMA Ken,2017,Yes,Yen Press,2 Vols - Ongoing,False,7.5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019
66,8094,11,0,,151158,Sekai no Owari to Majo no Koi,Manga,1,False,ASCII Media Works,False,12/07/19,02/12/20,False,False,Ongoing,No,KUJIRA,2018,Yes,Yen Press,November 2020,False,7.4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020
67,8126,18,0,,113420,Sennen Meikyuu no Nana Ouji,Manga,2,False,Ichijinsha,False,06/01/15,09/16/16,False,False,Complete,Yes,ATORI Haruno,2014,Yes,Seven Seas,4 Volumes - Complete,False,8,61,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
68,8443,11,0,,148376,Shoujo Kakume Utena: After The Revolution,Manga,0,False,Shogakukan,False,Pass,Pass,False,False,Complete,No,SAITOU Chiho,2018,Yes,Viz,October 2020; print,False,Not rated,Not rated,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020
69,8467,10,0,,52800,Shouwa Genroku Rakugo Shinjuu,Manga,1,True,Kodansha,False,07/12/16,10/25/16,False,False,Complete,Yes,KUMOTA Haruko,2010,Yes,Kodansha Comics,10 Vols - Complete,True,9.1,33,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
70,8484,2,0,,127217,Shussan no Shikata ga Wakaranai!,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Complete,No,KAZAMA Ayami,2016,Yes,Yen Press,1 Vol - Complete,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
71,8588,6,0,,43959,Sojou no Koi wa Nido Haneru,Manga,1,False,Shogakukan,False,05/22/09,10/31/09,False,False,Complete,Yes,MIZUSHIRO Setona,2009.0,Yes,Seven Seas,1 Vol - Complete,False,8.7,900,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020
72,8665,8,0,,112853,SP x Baby,Manga,1,False,Shogakukan,False,09/16/14,02/19/17,False,False,Complete,Yes,ENJOUJI Maki,2014.0,Yes,Viz,2 Volumes - Complete,False,7.5,140,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
73,8797,15,0,,149370,Sue to Tai-chan,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Ongoing,No,KONAMI Kanata,2017,Yes,Kodansha Comics,1 Volume - Ongoing; digital l Sep 15 print,False,Not rated,Not rated,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020
74,9002,20,0,,118423,Tales of Zestiria - Michibiki no Koku,Manga,1,False,Ichijinsha,False,04/07/15,10/25/15,False,False,Complete,No,Shiramine,2015,Yes,Seven Seas,4 Vols - Complete,False,8.5,17,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
75,9533,1,0,,5676,Tokyo Alice,Manga,2,False,Kodansha,False,11/22/09,05/03/15,False,False,Complete,No,CHIYA Toriko,2006.0,Yes,Kodansha USA,15 Vols - Complete; digital,False,8.2,80,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018
76,9537,5,0,,169827,Tokyo Fashion: A Comic Book,Manga,0,False,,False,Pass,Pass,False,False,Unknown,No,Add,,Yes,Viz,February 2021,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
77,9645,13,0,,109257,"Totsuzen desu ga, Ashita Kekkon shimasu",Manga,4,False,Shogakukan,False,02/20/15,12/06/18,False,False,Complete,Yes,MIYAZONO Izumi,2014,Yes,Viz,9 Vols - Complete,False,8.5,146,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
