,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Active or not,Release Frequency,Number of Release,Total Series,First Update,Lastest Update,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
8490,8504,4,0,Tengen Toppa Tare Panda,No,Inactive Group,9,1,12/28/08,01/19/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,8505,5,0,TeniPuri-DSP,No,Inactive Group,48,45,09/05/04,09/30/09,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
8492,8506,6,0,tenjin.,No,Inactive Group,2,1,12/31/16,01/15/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,8507,7,0,Tenkai,No,Inactive Group,6,3,03/30/09,09/06/09,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0
8494,8508,8,0,Tenko,No,Inactive Group,45,2,05/13/12,04/11/16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
8495,8509,9,0,Tenmeo Doujins World,No,Inactive Group,1,1,06/23/14,06/23/14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8496,8510,10,0,Tennoikkaku,No,Inactive Group,4,2,10/02/06,10/18/06,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
8497,8511,11,0,Tennsai Scans,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8498,8512,12,0,Tensai Manga Project,No,Inactive Group,1,1,no date,Unknown,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8499,8513,13,0,Tensai Translations,No,Inactive Group,49,3,08/13/14,09/12/16,2,0,2,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8500,8514,14,0,Tenseisha,No,Inactive Group,9,2,07/10/16,03/12/17,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
8501,8515,15,0,Tenshi no Akuma Scans,Yes,Often. About every 2 to 3 day(s),20,9,06/28/20,08/04/20,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,2,0,1,0,5,0
8502,8516,16,0,Tenshi Translations,No,Inactive Group,75,3,10/09/15,05/07/17,2,0,2,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8503,8517,17,0,Tenshi's Scans,Yes,Infrequently,1,1,08/01/20,08/01/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8504,8518,18,0,Tenshi-Nyow Translations,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8505,8519,19,0,Tenshi-Tachi,No,Inactive Group,56,19,08/23/06,01/20/08,0,0,0,5,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,10,0,0,0,0,7,1,1,0,0,0
8506,8520,20,0,tenshiscave,No,Inactive Group,1,1,10/27/16,10/27/16,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8507,8521,21,0,Tenten-chan,No,Inactive Group,1,1,02/07/08,02/07/08,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,8522,22,0,Tenyaku Translations,Yes,Infrequently,1,1,08/05/20,08/05/20,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8509,8523,23,0,Tequila Mockingbard,No,Inactive Group,1,1,06/23/16,06/23/16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8510,8524,24,0,Teribu Translations,No,Inactive Group,4,2,04/30/16,10/23/17,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8511,8525,0,0,Terminus Translation,No,Inactive Group,11,5,07/09/15,08/16/15,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
8512,8526,1,0,Terrabane,No,Inactive Group,71,2,11/27/11,05/19/14,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8513,8527,2,0,Terrad,No,Inactive Group,36,8,04/22/03,09/18/06,1,0,0,4,0,5,0,0,2,1,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,5,0,0,0,2,0,1,0,0,0,0
8514,8528,3,0,Terri Terri Pick a Berry,No,Inactive Group,14,1,08/16/17,10/01/18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
8515,8529,4,0,Terrible Tea,No,Inactive Group,1,1,03/01/16,03/01/16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8516,8530,5,0,Terrible Translations,No,Inactive Group,3,3,no date,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0
8517,8531,6,0,TerribleTrio,No,Inactive Group,68,25,06/07/09,12/12/10,1,1,0,9,1,11,0,1,5,0,0,1,0,0,0,0,1,0,0,2,7,3,0,0,0,1,0,0,4,5,3,0,2,1,12,0
8518,8532,7,0,terserah,No,Inactive Group,2,1,09/21/19,10/20/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8519,8533,8,0,TeruTeruScans,Yes,Infrequently. About every 44 day(s),13,3,08/02/19,07/25/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8520,8534,9,0,Tetra-Hentai Translations,No,Inactive Group,3,3,12/20/08,04/11/09,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8521,8535,10,0,Tetris No Miko,No,Inactive Group,1,1,10/02/07,10/02/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522,8536,11,0,Tetris Translations,No,Inactive Group,1,1,no date,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8523,8537,12,0,Tetrominon,No,Inactive Group,3,2,06/17/07,07/11/08,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
8524,8538,13,0,Tetsu Scans,No,Inactive Group,60,7,07/22/14,11/02/19,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,0,0,0,1,0,1,1,0,0,0
8525,8539,14,0,TetsuScans,Yes,Infrequently,1,1,03/01/20,03/01/20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8526,8540,15,0,TFO Scans,No,Inactive Group,26,20,04/19/17,11/14/19,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8527,8541,16,0,TGC Translations,No,Inactive Group,74,4,04/25/18,12/02/19,3,0,1,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
8528,8542,17,0,TGW Scans,No,Inactive Group,1,1,05/16/18,05/16/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,8543,18,0,ThaiMangaTranslater,Yes,Infrequently,1,1,04/11/20,04/11/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8530,8544,19,0,Thanatos,No,Inactive Group,1,1,04/13/09,04/13/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531,8545,20,0,THAT Animeblog,No,Inactive Group,6,3,09/18/08,05/02/09,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8532,8546,21,0,That Scan Group,No,Inactive Group,2,1,07/02/13,08/19/13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8533,8547,22,0,Thatanonperson,No,Inactive Group,64,22,01/22/15,01/19/20,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1,1,0,0,2,0,0,0
8534,8548,23,0,thatguywhosthere,No,Inactive Group,52,3,02/19/15,12/18/15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8535,8549,24,0,Thatkindoffangirl,No,Inactive Group,3,3,05/20/15,08/24/15,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8536,8550,0,0,thatumbrellademon,No,Inactive Group,1,1,10/05/15,10/05/15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8537,8551,1,0,The Abandoned,Yes,Often. About every 7 to 8 day(s),51,12,01/30/20,07/28/20,8,1,4,8,0,3,5,7,0,4,0,0,0,0,0,0,2,0,1,0,7,2,1,7,0,0,0,4,0,2,0,0,1,0,0,0
8538,8552,2,0,The Abyss,No,Inactive Group,2,1,10/22/16,02/07/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8539,8553,3,0,The Afternoon Teashop,No,Inactive Group,3,1,11/14/19,11/23/19,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8540,8554,4,0,The Andromeda's Train,No,Inactive Group,22,1,06/29/15,09/24/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8541,8555,5,0,the applefish,No,Inactive Group,25,4,06/06/12,10/27/12,1,0,0,3,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0
8542,8556,6,0,The Aristocrats,No,Inactive Group,10,1,11/19/19,12/27/19,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
8543,8557,7,0,The Art Of Scanlation,No,Inactive Group,19,4,04/22/18,11/17/18,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8544,8558,8,0,The Artemis Project,No,Inactive Group,33,2,12/29/12,05/09/18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
8545,8559,9,0,The Avengers,Yes,Often. About every 5 to 6 day(s),42,7,01/01/20,04/03/20,4,0,2,3,0,6,0,2,0,0,0,1,2,0,0,0,3,0,2,2,1,1,0,2,0,0,0,4,0,2,0,2,3,2,0,0
8546,8560,10,0,The Back Door,No,Inactive Group,18,8,10/19/13,10/14/15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,2,0,0,1,0,4,0
8547,8561,11,0,The Beginner Scans,No,Inactive Group,3,2,07/18/18,08/02/18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8548,8562,12,0,The Bigg Gey,Yes,Infrequently,10,3,10/11/18,03/16/20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0
8549,8563,13,0,The Birds of Hermes,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8550,8564,14,0,The Black Abyss,No,Inactive Group,95,9,05/02/09,03/20/11,5,0,2,3,0,5,1,1,1,0,0,1,1,2,0,0,1,0,2,1,4,0,1,1,0,1,0,2,1,1,0,0,4,2,0,0
8551,8565,15,0,The Black Market,Yes,Often. About every 6.2 day(s),21,6,05/14/20,08/03/20,1,0,0,1,0,2,0,6,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
8552,8566,16,0,The Blanket Fort,No,Inactive Group,2,2,03/05/07,03/09/07,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8553,8567,17,0,The Boredom Master,Yes,Infrequently,1,1,03/25/20,03/25/20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8554,8568,18,0,The Clover Project,Yes,Occasionally. About every 13 day(s),7,1,02/21/20,07/28/20,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8555,8569,19,0,The Company,No,Inactive Group,683,29,10/03/10,05/06/18,16,1,7,15,0,14,3,6,1,0,0,1,0,0,0,4,1,2,9,5,10,9,8,6,0,1,0,15,0,2,0,1,9,2,0,0
8556,8570,20,0,The Cook's Table,Yes,Infrequently,2,2,02/03/20,06/04/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8557,8571,21,0,The Corporation,Yes,Often. About every 4 day(s),91,18,11/09/19,07/30/20,4,2,4,9,0,3,7,6,1,5,0,0,2,0,0,1,3,0,1,2,11,5,0,3,0,0,0,10,0,3,0,0,2,1,0,1
8558,8572,22,0,The Cross Dressing Channel,No,Inactive Group,20,7,10/15/13,09/13/14,1,0,0,5,0,0,3,0,6,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,1,0,2,0,2,0,1,1,0,0,0
8559,8573,23,0,The Cru,No,Inactive Group,1,1,10/11/19,10/11/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8560,8574,24,0,The D/a/nchiguys,Yes,Occasionally. About every 29 day(s),84,1,01/24/17,07/29/20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8561,8575,0,0,The DANMEI Project,No,Inactive Group,12,4,05/01/17,07/12/17,0,0,1,3,0,2,0,2,0,0,0,3,1,0,0,0,1,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,2,1,4,0
8562,8576,1,0,The Dark Order Scanlation,No,Inactive Group,3,2,02/15/12,02/24/12,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8563,8577,2,0,The Dark Side Scans,Yes,Infrequently,121,6,01/26/18,04/11/20,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0
8564,8578,3,0,The Distaff Side,No,Inactive Group,5,4,08/29/09,01/06/13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
8565,8579,4,0,The Doll House,Yes,Infrequently,2,1,07/13/20,07/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8566,8580,5,0,The Dr. Ten Translation Project,No,Inactive Group,45,5,04/14/06,06/01/08,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,2,0
8567,8581,6,0,The Dragon's Mind,No,Inactive Group,0,0,no date,no date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8568,8582,7,0,The Drunken Collective,Yes,Often. About every 5 to 6 day(s),20,4,05/08/20,08/01/20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
8569,8583,8,0,The Edge Translation Team,No,Inactive Group,28,1,11/16/17,07/28/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8570,8584,9,0,The Elegant Succubus,No,Inactive Group,2,2,07/29/08,06/02/13,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8571,8585,10,0,The Empire Scans,Yes,Occasionally. About every 10 day(s),87,12,12/15/19,08/04/20,2,0,2,3,0,6,0,5,0,0,0,7,0,1,0,2,0,0,1,1,9,0,0,0,0,5,0,0,5,1,0,0,1,0,0,0
8572,8586,11,0,The End,Yes,Often. About every 8 to 9 day(s),262,68,05/10/14,07/19/20,5,1,3,23,0,33,1,8,1,1,0,3,1,4,0,0,2,0,9,4,42,26,2,5,0,17,1,3,6,26,4,1,10,7,29,0
8573,8587,12,0,The Energy Trade,No,Inactive Group,3,3,06/03/10,06/19/10,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
8574,8588,13,0,The Faiien Scans,No,Inactive Group,67,8,03/26/14,08/02/15,4,0,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,2,0,0,0,3,0,2,0,1,0,0,2,1,0,0
8575,8589,14,0,The Fire Sky,No,Inactive Group,11,1,10/28/14,08/04/16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
8576,8590,15,0,The Flotilla,No,Inactive Group,2,2,04/14/13,12/13/13,1,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8577,8591,16,0,The Fluffy Hangout Group,Yes,Occasionally. About every 15 day(s),8,6,06/11/20,08/03/20,1,0,1,4,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0
8578,8592,17,0,The Forgotten,No,Inactive Group,11,3,12/04/08,02/20/09,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
8579,8593,18,0,The Furry Triangle,No,Inactive Group,27,10,03/10/02,05/27/07,4,0,3,3,0,7,0,2,1,1,0,1,0,0,0,0,4,1,0,1,5,2,3,1,0,2,0,3,0,2,0,0,2,0,0,0
8580,8594,19,0,The Geese,Yes,Often. About every 2 day(s),5,3,07/28/20,08/01/20,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8581,8595,20,0,The Giver of Delight,No,Inactive Group,1,1,no date,Unknown,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8582,8596,21,0,The Golden Pidgeot,No,Inactive Group,1,1,05/08/13,05/08/13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8583,8597,22,0,The Gossip Corp,Yes,Infrequently,1,1,07/08/20,07/08/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8584,8598,23,0,the Green Team,No,Inactive Group,7,1,03/24/16,05/06/16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8585,8599,24,0,The Helvetica Scenario,No,Inactive Group,15,4,06/13/13,12/01/14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0
8586,8600,0,0,The High Stories Of The Moon,No,Inactive Group,4,3,04/02/08,05/05/08,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8587,8601,1,0,The Higurashi Project,No,Inactive Group,12,2,05/12/06,10/27/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,8602,2,0,The Holy Mother of Yuri,No,Inactive Group,2,1,03/02/18,03/14/18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8589,8603,3,0,The Human Trash,No,Inactive Group,3,2,10/23/19,10/25/19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8590,8604,4,0,The Huntress Translation,No,Inactive Group,1,1,07/14/19,07/14/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8591,8605,5,0,The Individual Eleven,No,Inactive Group,13,9,11/11/11,07/02/12,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8592,8606,6,0,The Infinity Scanlation,No,Inactive Group,53,11,03/12/12,10/15/12,4,0,2,3,0,7,2,3,1,0,0,3,1,1,0,0,0,0,3,0,6,4,1,2,0,5,0,2,0,0,0,0,5,0,0,0
8593,8607,7,0,The Invincible Trio,No,Inactive Group,17,1,05/27/09,01/18/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,8608,8,0,The Iron Rose Team,No,Inactive Group,6,1,07/16/19,12/13/19,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8595,8609,9,0,The Jobsa,No,Inactive Group,8,2,10/08/05,11/20/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8596,8610,10,0,The Juppon Gatana,No,Inactive Group,10,3,12/25/02,04/23/04,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
8597,8611,11,0,The Kindaichi Project,No,Inactive Group,9,1,09/13/09,08/23/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8598,8612,12,0,The Kingdom Hearts Translation Project!,No,Inactive Group,10,2,05/10/10,11/03/11,2,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8599,8613,13,0,The L5 Project,Yes,Occasionally. About every 29 day(s),22,4,06/12/19,07/30/20,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
8600,8614,14,0,The Lah Team,No,Inactive Group,2,2,09/11/07,06/22/08,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8601,8615,15,0,The Last Beautiful Girl,No,Inactive Group,9,1,no date,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8602,8616,16,0,The Last Chapter,No,Inactive Group,5,5,04/24/14,09/12/14,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,2,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0
8603,8617,17,0,The Lechery,Yes,Weekly,15,3,02/12/20,08/04/20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
8604,8618,18,0,The Legend of the Morrigan,No,Inactive Group,1,1,03/19/15,03/19/15,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8605,8619,19,0,The Lifestream,No,Inactive Group,1,1,no date,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8606,8620,20,0,The Light Sword Cypher Mainframe,No,Inactive Group,1,1,no date,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
